sequence	Net charge at pH 7
TRINITY_DN137350_c1_g1_i5.p2 TRINITY_DN137350_c1_g1~~TRINITY_DN137350_c1_g1_i5.p2  ORF type:5prime_partial len:48 (-),score=2.48 TRINITY_DN137350_c1_g1_i5:175-318(-)	4.820881256402993
TRINITY_DN391824_c1_g1_i1.p3 TRINITY_DN391824_c1_g1~~TRINITY_DN391824_c1_g1_i1.p3  ORF type:5prime_partial len:19 (-),score=2.51 TRINITY_DN391824_c1_g1_i1:162-218(-)	0.8475093224255761
TRINITY_DN130289_c0_g1_i1.p1 TRINITY_DN130289_c0_g1~~TRINITY_DN130289_c0_g1_i1.p1  ORF type:complete len:76 (+),score=14.05 TRINITY_DN130289_c0_g1_i1:29-229(+)	0.5101596713046526
TRINITY_DN134643_c0_g1_i1.p1 TRINITY_DN134643_c0_g1~~TRINITY_DN134643_c0_g1_i1.p1  ORF type:5prime_partial len:69 (-),score=11.24 TRINITY_DN134643_c0_g1_i1:55-261(-)	6.843063257724089
TRINITY_DN1091132_c10_g1_i1.p3 TRINITY_DN1091132_c10_g1~~TRINITY_DN1091132_c10_g1_i1.p3  ORF type:complete len:31 (-),score=6.23 TRINITY_DN1091132_c10_g1_i1:132-224(-)	5.664575533327714
TRINITY_DN143457_c1_g1_i1.p2 TRINITY_DN143457_c1_g1~~TRINITY_DN143457_c1_g1_i1.p2  ORF type:5prime_partial len:47 (-),score=1.40 TRINITY_DN143457_c1_g1_i1:224-364(-)	-2.4670469498032057
TRINITY_DN133076_c0_g4_i1.p5 TRINITY_DN133076_c0_g4~~TRINITY_DN133076_c0_g4_i1.p5  ORF type:complete len:27 (+),score=4.93 TRINITY_DN133076_c0_g4_i1:151-231(+)	-0.32226295389458626
TRINITY_DN127733_c0_g2_i2.p2 TRINITY_DN127733_c0_g2~~TRINITY_DN127733_c0_g2_i2.p2  ORF type:5prime_partial len:54 (+),score=5.42 TRINITY_DN127733_c0_g2_i2:3-164(+)	-1.1087611379408422
TRINITY_DN136156_c0_g2_i2.p9 TRINITY_DN136156_c0_g2~~TRINITY_DN136156_c0_g2_i2.p9  ORF type:5prime_partial len:11 (-),score=3.83 TRINITY_DN136156_c0_g2_i2:400-432(-)	2.75891607216651
TRINITY_DN145373_c0_g1_i2.p5 TRINITY_DN145373_c0_g1~~TRINITY_DN145373_c0_g1_i2.p5  ORF type:5prime_partial len:18 (-),score=3.77 TRINITY_DN145373_c0_g1_i2:227-280(-)	2.4806192975078973
TRINITY_DN131100_c0_g1_i5.p3 TRINITY_DN131100_c0_g1~~TRINITY_DN131100_c0_g1_i5.p3  ORF type:5prime_partial len:25 (+),score=1.00 TRINITY_DN131100_c0_g1_i5:1-75(+)	-2.0730877175800004
TRINITY_DN145655_c4_g1_i2.p3 TRINITY_DN145655_c4_g1~~TRINITY_DN145655_c4_g1_i2.p3  ORF type:complete len:27 (+),score=5.73 TRINITY_DN145655_c4_g1_i2:408-488(+)	3.584457091815979
TRINITY_DN143985_c1_g7_i1.p5 TRINITY_DN143985_c1_g7~~TRINITY_DN143985_c1_g7_i1.p5  ORF type:5prime_partial len:21 (-),score=4.75 TRINITY_DN143985_c1_g7_i1:514-576(-)	2.7618282942805616
TRINITY_DN60060_c0_g9_i1.p12 TRINITY_DN60060_c0_g9~~TRINITY_DN60060_c0_g9_i1.p12  ORF type:5prime_partial len:11 (-),score=2.03 TRINITY_DN60060_c0_g9_i1:457-489(-)	3.7946790459312925
TRINITY_DN129538_c3_g1_i1.p10 TRINITY_DN129538_c3_g1~~TRINITY_DN129538_c3_g1_i1.p10  ORF type:complete len:12 (-),score=3.91 TRINITY_DN129538_c3_g1_i1:483-518(-)	0.5011671475165533
TRINITY_DN145717_c0_g1_i3.p4 TRINITY_DN145717_c0_g1~~TRINITY_DN145717_c0_g1_i3.p4  ORF type:complete len:22 (+),score=5.49 TRINITY_DN145717_c0_g1_i3:57-122(+)	1.4814669274593748
TRINITY_DN141713_c1_g2_i1.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i1.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i1:320-550(+)	7.478675041338613
TRINITY_DN141713_c1_g2_i3.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i3.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i3:332-562(+)	7.478675041338613
TRINITY_DN138543_c2_g6_i1.p4 TRINITY_DN138543_c2_g6~~TRINITY_DN138543_c2_g6_i1.p4  ORF type:5prime_partial len:15 (-),score=4.00 TRINITY_DN138543_c2_g6_i1:231-275(-)	-0.23808692483648786
TRINITY_DN144474_c1_g1_i1.p8 TRINITY_DN144474_c1_g1~~TRINITY_DN144474_c1_g1_i1.p8  ORF type:complete len:11 (-),score=1.73 TRINITY_DN144474_c1_g1_i1:108-140(-)	0.49935568654234397
TRINITY_DN145389_c1_g1_i12.p8 TRINITY_DN145389_c1_g1~~TRINITY_DN145389_c1_g1_i12.p8  ORF type:complete len:13 (+),score=4.01 TRINITY_DN145389_c1_g1_i12:168-206(+)	1.5063944273840424
TRINITY_DN151468_c5_g1_i1.p8 TRINITY_DN151468_c5_g1~~TRINITY_DN151468_c5_g1_i1.p8  ORF type:complete len:13 (-),score=4.01 TRINITY_DN151468_c5_g1_i1:45-83(-)	1.5063944273840424
TRINITY_DN145458_c4_g1_i1.p8 TRINITY_DN145458_c4_g1~~TRINITY_DN145458_c4_g1_i1.p8  ORF type:complete len:13 (+),score=4.01 TRINITY_DN145458_c4_g1_i1:76-114(+)	1.5063944273840424
TRINITY_DN92149_c2_g3_i1.p6 TRINITY_DN92149_c2_g3~~TRINITY_DN92149_c2_g3_i1.p6  ORF type:3prime_partial len:13 (+),score=4.50 TRINITY_DN92149_c2_g3_i1:142-177(+)	-1.5049243796102456
TRINITY_DN144823_c1_g2_i1.p4 TRINITY_DN144823_c1_g2~~TRINITY_DN144823_c1_g2_i1.p4  ORF type:complete len:15 (+),score=3.39 TRINITY_DN144823_c1_g2_i1:190-234(+)	1.58651987489693
TRINITY_DN145548_c1_g1_i5.p4 TRINITY_DN145548_c1_g1~~TRINITY_DN145548_c1_g1_i5.p4  ORF type:complete len:16 (+),score=1.30 TRINITY_DN145548_c1_g1_i5:58-105(+)	1.506384427484041
TRINITY_DN145477_c0_g1_i4.p4 TRINITY_DN145477_c0_g1~~TRINITY_DN145477_c0_g1_i4.p4  ORF type:5prime_partial len:16 (+),score=2.83 TRINITY_DN145477_c0_g1_i4:1-48(+)	-1.2620903870317939
TRINITY_DN145304_c3_g1_i2.p5 TRINITY_DN145304_c3_g1~~TRINITY_DN145304_c3_g1_i2.p5  ORF type:5prime_partial len:19 (-),score=8.49 TRINITY_DN145304_c3_g1_i2:158-214(-)	2.8498797235933053
TRINITY_DN145264_c2_g1_i1.p4 TRINITY_DN145264_c2_g1~~TRINITY_DN145264_c2_g1_i1.p4  ORF type:5prime_partial len:23 (-),score=0.89 TRINITY_DN145264_c2_g1_i1:169-237(-)	-0.602802406632373
TRINITY_DN144811_c2_g1_i2.p6 TRINITY_DN144811_c2_g1~~TRINITY_DN144811_c2_g1_i2.p6  ORF type:5prime_partial len:23 (-),score=4.92 TRINITY_DN144811_c2_g1_i2:375-443(-)	0.763013836303355
TRINITY_DN145741_c0_g1_i2.p5 TRINITY_DN145741_c0_g1~~TRINITY_DN145741_c0_g1_i2.p5  ORF type:5prime_partial len:24 (-),score=5.88 TRINITY_DN145741_c0_g1_i2:256-327(-)	1.7620148353043539
TRINITY_DN144747_c1_g1_i4.p3 TRINITY_DN144747_c1_g1~~TRINITY_DN144747_c1_g1_i4.p3  ORF type:5prime_partial len:27 (-),score=6.48 TRINITY_DN144747_c1_g1_i4:170-250(-)	3.7591395922481947
TRINITY_DN142174_c7_g1_i1.p1 TRINITY_DN142174_c7_g1~~TRINITY_DN142174_c7_g1_i1.p1  ORF type:5prime_partial len:28 (+),score=2.47 TRINITY_DN142174_c7_g1_i1:1-84(+)	2.7621265953451957
TRINITY_DN144974_c2_g2_i18.p1 TRINITY_DN144974_c2_g2~~TRINITY_DN144974_c2_g2_i18.p1  ORF type:5prime_partial len:32 (-),score=7.22 TRINITY_DN144974_c2_g2_i18:113-208(-)	-2.139942772827148
TRINITY_DN145141_c0_g1_i13.p2 TRINITY_DN145141_c0_g1~~TRINITY_DN145141_c0_g1_i13.p2  ORF type:5prime_partial len:41 (+),score=4.11 TRINITY_DN145141_c0_g1_i13:2-124(+)	0.767046819357251
TRINITY_DN142862_c0_g1_i1.p1 TRINITY_DN142862_c0_g1~~TRINITY_DN142862_c0_g1_i1.p1  ORF type:5prime_partial len:42 (+),score=3.57 TRINITY_DN142862_c0_g1_i1:1-126(+)	2.765916058517405
TRINITY_DN144633_c0_g1_i1.p3 TRINITY_DN144633_c0_g1~~TRINITY_DN144633_c0_g1_i1.p3  ORF type:5prime_partial len:42 (+),score=4.16 TRINITY_DN144633_c0_g1_i1:1-126(+)	1.768726520490615
TRINITY_DN141022_c2_g2_i1.p1 TRINITY_DN141022_c2_g2~~TRINITY_DN141022_c2_g2_i1.p1  ORF type:5prime_partial len:72 (+),score=4.66 TRINITY_DN141022_c2_g2_i1:3-218(+)	6.718218329988518
TRINITY_DN143156_c8_g1_i3.p1 TRINITY_DN143156_c8_g1~~TRINITY_DN143156_c8_g1_i3.p1  ORF type:5prime_partial len:92 (-),score=35.89 TRINITY_DN143156_c8_g1_i3:117-392(-)	-2.5360789991824415
TRINITY_DN142388_c1_g1_i2.p11 TRINITY_DN142388_c1_g1~~TRINITY_DN142388_c1_g1_i2.p11  ORF type:5prime_partial len:11 (-),score=3.11 TRINITY_DN142388_c1_g1_i2:430-462(-)	0.8376300787732007
TRINITY_DN145854_c3_g1_i2.p7 TRINITY_DN145854_c3_g1~~TRINITY_DN145854_c3_g1_i2.p7  ORF type:5prime_partial len:11 (-),score=3.11 TRINITY_DN145854_c3_g1_i2:192-224(-)	0.8376300787732007
TRINITY_DN144754_c1_g1_i1.p8 TRINITY_DN144754_c1_g1~~TRINITY_DN144754_c1_g1_i1.p8  ORF type:complete len:11 (+),score=2.58 TRINITY_DN144754_c1_g1_i1:65-97(+)	-1.496713090544601
TRINITY_DN136922_c1_g3_i3.p6 TRINITY_DN136922_c1_g3~~TRINITY_DN136922_c1_g3_i3.p6  ORF type:3prime_partial len:11 (-),score=2.28 TRINITY_DN136922_c1_g3_i3:3-32(-)	1.499345686642343
TRINITY_DN144825_c5_g1_i5.p7 TRINITY_DN144825_c5_g1~~TRINITY_DN144825_c5_g1_i5.p7  ORF type:5prime_partial len:12 (+),score=2.06 TRINITY_DN144825_c5_g1_i5:1-36(+)	-1.2731021381706473
TRINITY_DN143036_c3_g1_i1.p7 TRINITY_DN143036_c3_g1~~TRINITY_DN143036_c3_g1_i1.p7  ORF type:5prime_partial len:14 (-),score=1.98 TRINITY_DN143036_c3_g1_i1:289-330(-)	0.9363732117135286
TRINITY_DN144672_c0_g1_i1.p5 TRINITY_DN144672_c0_g1~~TRINITY_DN144672_c0_g1_i1.p5  ORF type:5prime_partial len:14 (-),score=2.93 TRINITY_DN144672_c0_g1_i1:189-230(-)	-0.23809692473648925
TRINITY_DN137096_c3_g3_i1.p7 TRINITY_DN137096_c3_g3~~TRINITY_DN137096_c3_g3_i1.p7  ORF type:5prime_partial len:16 (-),score=1.62 TRINITY_DN137096_c3_g3_i1:222-269(-)	-2.163050621361163
TRINITY_DN144558_c2_g1_i2.p7 TRINITY_DN144558_c2_g1~~TRINITY_DN144558_c2_g1_i2.p7  ORF type:5prime_partial len:16 (+),score=6.37 TRINITY_DN144558_c2_g1_i2:3-50(+)	-1.2620903870317939
TRINITY_DN140952_c1_g1_i1.p3 TRINITY_DN140952_c1_g1~~TRINITY_DN140952_c1_g1_i1.p3  ORF type:5prime_partial len:18 (-),score=2.08 TRINITY_DN140952_c1_g1_i1:189-242(-)	0.8404305408464099
TRINITY_DN144720_c1_g1_i6.p3 TRINITY_DN144720_c1_g1~~TRINITY_DN144720_c1_g1_i6.p3  ORF type:5prime_partial len:21 (-),score=2.56 TRINITY_DN144720_c1_g1_i6:123-185(-)	-0.22893842195594516
TRINITY_DN145261_c61_g1_i4.p3 TRINITY_DN145261_c61_g1~~TRINITY_DN145261_c61_g1_i4.p3  ORF type:3prime_partial len:23 (-),score=2.36 TRINITY_DN145261_c61_g1_i4:2-67(-)	0.498356685543343
TRINITY_DN144811_c2_g1_i1.p6 TRINITY_DN144811_c2_g1~~TRINITY_DN144811_c2_g1_i1.p6  ORF type:5prime_partial len:23 (-),score=4.92 TRINITY_DN144811_c2_g1_i1:292-360(-)	0.763013836303355
TRINITY_DN142178_c2_g1_i3.p4 TRINITY_DN142178_c2_g1~~TRINITY_DN142178_c2_g1_i3.p4  ORF type:5prime_partial len:23 (-),score=1.92 TRINITY_DN142178_c2_g1_i3:119-187(-)	-0.23797516479564518
TRINITY_DN145502_c1_g1_i5.p5 TRINITY_DN145502_c1_g1~~TRINITY_DN145502_c1_g1_i5.p5  ORF type:5prime_partial len:23 (+),score=2.34 TRINITY_DN145502_c1_g1_i5:3-71(+)	0.763013836303355
TRINITY_DN385865_c1_g1_i1.p3 TRINITY_DN385865_c1_g1~~TRINITY_DN385865_c1_g1_i1.p3  ORF type:5prime_partial len:26 (-),score=5.01 TRINITY_DN385865_c1_g1_i1:127-204(-)	0.7631355962441981
TRINITY_DN144465_c6_g1_i3.p4 TRINITY_DN144465_c6_g1~~TRINITY_DN144465_c6_g1_i3.p4  ORF type:5prime_partial len:28 (+),score=11.76 TRINITY_DN144465_c6_g1_i3:1-84(+)	4.847881721595304
TRINITY_DN145050_c1_g1_i3.p3 TRINITY_DN145050_c1_g1~~TRINITY_DN145050_c1_g1_i3.p3  ORF type:5prime_partial len:30 (+),score=4.65 TRINITY_DN145050_c1_g1_i3:3-92(+)	0.7989085699089822
TRINITY_DN145422_c2_g1_i12.p2 TRINITY_DN145422_c2_g1~~TRINITY_DN145422_c2_g1_i12.p2  ORF type:5prime_partial len:33 (+),score=4.75 TRINITY_DN145422_c2_g1_i12:3-101(+)	-0.43991792759885406
TRINITY_DN143683_c0_g1_i8.p5 TRINITY_DN143683_c0_g1~~TRINITY_DN143683_c0_g1_i8.p5  ORF type:5prime_partial len:35 (-),score=3.33 TRINITY_DN143683_c0_g1_i8:232-336(-)	1.7677375193916154
TRINITY_DN136312_c3_g1_i18.p3 TRINITY_DN136312_c3_g1~~TRINITY_DN136312_c3_g1_i18.p3  ORF type:5prime_partial len:36 (-),score=8.97 TRINITY_DN136312_c3_g1_i18:215-322(-)	0.8302642844190782
TRINITY_DN137096_c2_g1_i1.p3 TRINITY_DN137096_c2_g1~~TRINITY_DN137096_c2_g1_i1.p3  ORF type:5prime_partial len:36 (+),score=12.81 TRINITY_DN137096_c2_g1_i1:3-110(+)	0.8584028697537764
TRINITY_DN144690_c1_g2_i6.p2 TRINITY_DN144690_c1_g2~~TRINITY_DN144690_c1_g2_i6.p2  ORF type:5prime_partial len:40 (+),score=3.46 TRINITY_DN144690_c1_g2_i6:2-121(+)	5.837970731596291
TRINITY_DN142590_c2_g1_i1.p3 TRINITY_DN142590_c2_g1~~TRINITY_DN142590_c2_g1_i1.p3  ORF type:complete len:51 (-),score=1.03 TRINITY_DN142590_c2_g1_i1:53-205(-)	-1.2708832630638276
TRINITY_DN140874_c2_g1_i6.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i6.p1  ORF type:5prime_partial len:72 (-),score=14.06 TRINITY_DN140874_c2_g1_i6:77-292(-)	1.897076869404268
TRINITY_DN140874_c2_g1_i5.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i5.p1  ORF type:5prime_partial len:85 (-),score=12.50 TRINITY_DN140874_c2_g1_i5:76-330(-)	1.600342237511251
TRINITY_DN139116_c3_g1_i4.p2 TRINITY_DN139116_c3_g1~~TRINITY_DN139116_c3_g1_i4.p2  ORF type:3prime_partial len:97 (+),score=23.40 TRINITY_DN139116_c3_g1_i4:129-416(+)	-4.511612648855622
TRINITY_DN145774_c5_g2_i5.p9 TRINITY_DN145774_c5_g2~~TRINITY_DN145774_c5_g2_i5.p9  ORF type:5prime_partial len:14 (+),score=2.38 TRINITY_DN145774_c5_g2_i5:2-43(+)	-3.1486712147022122
TRINITY_DN134571_c44_g1_i3.p7 TRINITY_DN134571_c44_g1~~TRINITY_DN134571_c44_g1_i3.p7  ORF type:complete len:12 (+),score=1.33 TRINITY_DN134571_c44_g1_i3:212-247(+)	-0.4996453124586552
TRINITY_DN144971_c2_g1_i1.p2 TRINITY_DN144971_c2_g1~~TRINITY_DN144971_c2_g1_i1.p2  ORF type:5prime_partial len:25 (-),score=0.92 TRINITY_DN144971_c2_g1_i1:114-188(-)	0.7572163712331426
TRINITY_DN142562_c4_g9_i3.p6 TRINITY_DN142562_c4_g9~~TRINITY_DN142562_c4_g9_i3.p6  ORF type:complete len:12 (-),score=2.05 TRINITY_DN142562_c4_g9_i3:146-181(-)	1.489444696543333
TRINITY_DN138674_c4_g1_i1.p5 TRINITY_DN138674_c4_g1~~TRINITY_DN138674_c4_g1_i1.p5  ORF type:5prime_partial len:25 (+),score=6.63 TRINITY_DN138674_c4_g1_i1:2-76(+)	2.7617165342397185
TRINITY_DN137133_c9_g1_i1.p11 TRINITY_DN137133_c9_g1~~TRINITY_DN137133_c9_g1_i1.p11  ORF type:3prime_partial len:13 (+),score=2.55 TRINITY_DN137133_c9_g1_i1:608-643(+)	-0.4996453124586552
TRINITY_DN139720_c6_g2_i1.p4 TRINITY_DN139720_c6_g2~~TRINITY_DN139720_c6_g2_i1.p4  ORF type:5prime_partial len:11 (-),score=2.10 TRINITY_DN139720_c6_g2_i1:199-231(-)	2.7571046111923003
TRINITY_DN142526_c5_g1_i7.p5 TRINITY_DN142526_c5_g1~~TRINITY_DN142526_c5_g1_i7.p5  ORF type:5prime_partial len:13 (+),score=2.25 TRINITY_DN142526_c5_g1_i7:2-40(+)	1.7561056101932988
TRINITY_DN141378_c0_g1_i1.p7 TRINITY_DN141378_c0_g1~~TRINITY_DN141378_c0_g1_i1.p7  ORF type:5prime_partial len:11 (-),score=2.04 TRINITY_DN141378_c0_g1_i1:321-353(-)	0.7637145362377202
TRINITY_DN142969_c1_g1_i4.p2 TRINITY_DN142969_c1_g1~~TRINITY_DN142969_c1_g1_i4.p2  ORF type:5prime_partial len:38 (+),score=4.81 TRINITY_DN142969_c1_g1_i4:3-116(+)	1.4642985597988467
TRINITY_DN143018_c44_g10_i2.p3 TRINITY_DN143018_c44_g10~~TRINITY_DN143018_c44_g10_i2.p3  ORF type:complete len:23 (-),score=6.98 TRINITY_DN143018_c44_g10_i2:152-220(-)	0.5004664475821874
TRINITY_DN612198_c2_g1_i1.p1 TRINITY_DN612198_c2_g1~~TRINITY_DN612198_c2_g1_i1.p1  ORF type:5prime_partial len:42 (+),score=4.21 TRINITY_DN612198_c2_g1_i1:1-126(+)	3.9380451106218395
TRINITY_DN102902_c0_g1_i1.p4 TRINITY_DN102902_c0_g1~~TRINITY_DN102902_c0_g1_i1.p4  ORF type:3prime_partial len:16 (-),score=3.25 TRINITY_DN102902_c0_g1_i1:2-46(-)	3.4953596825463404
TRINITY_DN135950_c1_g1_i1.p9 TRINITY_DN135950_c1_g1~~TRINITY_DN135950_c1_g1_i1.p9  ORF type:5prime_partial len:13 (-),score=3.05 TRINITY_DN135950_c1_g1_i1:323-361(-)	4.4551514542225945
TRINITY_DN141075_c3_g1_i1.p9 TRINITY_DN141075_c3_g1~~TRINITY_DN141075_c3_g1_i1.p9  ORF type:5prime_partial len:14 (-),score=5.74 TRINITY_DN141075_c3_g1_i1:778-819(-)	3.457961916195805
TRINITY_DN144063_c5_g2_i1.p7 TRINITY_DN144063_c5_g2~~TRINITY_DN144063_c5_g2_i1.p7  ORF type:5prime_partial len:25 (-),score=4.97 TRINITY_DN144063_c5_g2_i1:723-797(-)	0.7656477571527738
TRINITY_DN140586_c3_g1_i1.p1 TRINITY_DN140586_c3_g1~~TRINITY_DN140586_c3_g1_i1.p1  ORF type:5prime_partial len:75 (+),score=1.26 TRINITY_DN140586_c3_g1_i1:2-226(+)	-3.2455776541570724
TRINITY_DN138681_c7_g1_i1.p3 TRINITY_DN138681_c7_g1~~TRINITY_DN138681_c7_g1_i1.p3  ORF type:5prime_partial len:34 (+),score=4.99 TRINITY_DN138681_c7_g1_i1:3-104(+)	6.748965082567494
TRINITY_DN143020_c3_g1_i1.p2 TRINITY_DN143020_c3_g1~~TRINITY_DN143020_c3_g1_i1.p2  ORF type:5prime_partial len:43 (+),score=9.10 TRINITY_DN143020_c3_g1_i1:1-129(+)	3.7611275943461955
TRINITY_DN142309_c15_g5_i3.p3 TRINITY_DN142309_c15_g5~~TRINITY_DN142309_c15_g5_i3.p3  ORF type:5prime_partial len:43 (-),score=4.85 TRINITY_DN142309_c15_g5_i3:291-419(-)	-5.150586252387636
TRINITY_DN145297_c11_g1_i1.p3 TRINITY_DN145297_c11_g1~~TRINITY_DN145297_c11_g1_i1.p3  ORF type:5prime_partial len:23 (-),score=1.62 TRINITY_DN145297_c11_g1_i1:211-279(-)	0.8876506992560915
TRINITY_DN144610_c1_g1_i1.p4 TRINITY_DN144610_c1_g1~~TRINITY_DN144610_c1_g1_i1.p4  ORF type:5prime_partial len:15 (+),score=2.52 TRINITY_DN144610_c1_g1_i1:3-47(+)	-1.2313652397502244
TRINITY_DN143169_c2_g1_i6.p4 TRINITY_DN143169_c2_g1~~TRINITY_DN143169_c2_g1_i6.p4  ORF type:3prime_partial len:23 (-),score=3.24 TRINITY_DN143169_c2_g1_i6:3-68(-)	0.6748048241913602
TRINITY_DN144771_c2_g7_i2.p1 TRINITY_DN144771_c2_g7~~TRINITY_DN144771_c2_g7_i2.p1  ORF type:complete len:71 (-),score=4.28 TRINITY_DN144771_c2_g7_i2:95-307(-)	2.603091325029448
TRINITY_DN131740_c0_g1_i1.p1 TRINITY_DN131740_c0_g1~~TRINITY_DN131740_c0_g1_i1.p1  ORF type:complete len:82 (+),score=8.49 TRINITY_DN131740_c0_g1_i1:94-339(+)	11.476844181644793
TRINITY_DN145457_c2_g1_i4.p3 TRINITY_DN145457_c2_g1~~TRINITY_DN145457_c2_g1_i4.p3  ORF type:5prime_partial len:14 (-),score=3.55 TRINITY_DN145457_c2_g1_i4:149-190(-)	4.762155349935998
TRINITY_DN144643_c3_g1_i1.p3 TRINITY_DN144643_c3_g1~~TRINITY_DN144643_c3_g1_i1.p3  ORF type:5prime_partial len:22 (+),score=2.32 TRINITY_DN144643_c3_g1_i1:1-66(+)	4.751255358837987
TRINITY_DN145245_c6_g1_i2.p2 TRINITY_DN145245_c6_g1~~TRINITY_DN145245_c6_g1_i2.p2  ORF type:5prime_partial len:30 (-),score=3.99 TRINITY_DN145245_c6_g1_i2:542-631(-)	1.7584488922138295
