sequence	GRAVY index
>TRINITY_DN144384_c5_g1_i3.p1 TRINITY_DN144384_c5_g1~~TRINITY_DN144384_c5_g1_i3.p1  ORF type:complete len:51 (+),score=2.02 TRINITY_DN144384_c5_g1_i3:79-231(+)	0.14399999999999996
>TRINITY_DN136668_c3_g2_i2.p10 TRINITY_DN136668_c3_g2~~TRINITY_DN136668_c3_g2_i2.p10  ORF type:complete len:11 (-),score=1.27 TRINITY_DN136668_c3_g2_i2:99-131(-)	2.05
>TRINITY_DN136118_c0_g1_i1.p1 TRINITY_DN136118_c0_g1~~TRINITY_DN136118_c0_g1_i1.p1  ORF type:complete len:45 (+),score=5.71 TRINITY_DN136118_c0_g1_i1:78-212(+)	-0.925
>TRINITY_DN143096_c2_g1_i1.p6 TRINITY_DN143096_c2_g1~~TRINITY_DN143096_c2_g1_i1.p6  ORF type:5prime_partial len:14 (+),score=1.69 TRINITY_DN143096_c2_g1_i1:3-44(+)	-1.5538461538461539
>TRINITY_DN145291_c1_g1_i10.p4 TRINITY_DN145291_c1_g1~~TRINITY_DN145291_c1_g1_i10.p4  ORF type:5prime_partial len:11 (+),score=0.58 TRINITY_DN145291_c1_g1_i10:2-34(+)	-1.34
>TRINITY_DN136903_c2_g1_i6.p1 TRINITY_DN136903_c2_g1~~TRINITY_DN136903_c2_g1_i6.p1  ORF type:5prime_partial len:80 (+),score=5.72 TRINITY_DN136903_c2_g1_i6:1-240(+)	0.04556962025316455
>TRINITY_DN137350_c1_g1_i5.p2 TRINITY_DN137350_c1_g1~~TRINITY_DN137350_c1_g1_i5.p2  ORF type:5prime_partial len:48 (-),score=2.48 TRINITY_DN137350_c1_g1_i5:175-318(-)	-0.26382978723404255
>TRINITY_DN391824_c1_g1_i1.p3 TRINITY_DN391824_c1_g1~~TRINITY_DN391824_c1_g1_i1.p3  ORF type:5prime_partial len:19 (-),score=2.51 TRINITY_DN391824_c1_g1_i1:162-218(-)	-0.3888888888888889
>TRINITY_DN130289_c0_g1_i1.p1 TRINITY_DN130289_c0_g1~~TRINITY_DN130289_c0_g1_i1.p1  ORF type:complete len:76 (+),score=14.05 TRINITY_DN130289_c0_g1_i1:29-229(+)	0.12272727272727273
>TRINITY_DN134643_c0_g1_i1.p1 TRINITY_DN134643_c0_g1~~TRINITY_DN134643_c0_g1_i1.p1  ORF type:5prime_partial len:69 (-),score=11.24 TRINITY_DN134643_c0_g1_i1:55-261(-)	1.1044117647058822
>TRINITY_DN1091132_c10_g1_i1.p3 TRINITY_DN1091132_c10_g1~~TRINITY_DN1091132_c10_g1_i1.p3  ORF type:complete len:31 (-),score=6.23 TRINITY_DN1091132_c10_g1_i1:132-224(-)	-0.18333333333333338
>TRINITY_DN143457_c1_g1_i1.p2 TRINITY_DN143457_c1_g1~~TRINITY_DN143457_c1_g1_i1.p2  ORF type:5prime_partial len:47 (-),score=1.40 TRINITY_DN143457_c1_g1_i1:224-364(-)	0.3782608695652174
>TRINITY_DN133076_c0_g4_i1.p5 TRINITY_DN133076_c0_g4~~TRINITY_DN133076_c0_g4_i1.p5  ORF type:complete len:27 (+),score=4.93 TRINITY_DN133076_c0_g4_i1:151-231(+)	-0.823076923076923
>TRINITY_DN127733_c0_g2_i2.p2 TRINITY_DN127733_c0_g2~~TRINITY_DN127733_c0_g2_i2.p2  ORF type:5prime_partial len:54 (+),score=5.42 TRINITY_DN127733_c0_g2_i2:3-164(+)	-0.4207547169811321
>TRINITY_DN136156_c0_g2_i2.p9 TRINITY_DN136156_c0_g2~~TRINITY_DN136156_c0_g2_i2.p9  ORF type:5prime_partial len:11 (-),score=3.83 TRINITY_DN136156_c0_g2_i2:400-432(-)	-2.54
>TRINITY_DN145373_c0_g1_i2.p5 TRINITY_DN145373_c0_g1~~TRINITY_DN145373_c0_g1_i2.p5  ORF type:5prime_partial len:18 (-),score=3.77 TRINITY_DN145373_c0_g1_i2:227-280(-)	-1.6352941176470588
>TRINITY_DN131100_c0_g1_i5.p3 TRINITY_DN131100_c0_g1~~TRINITY_DN131100_c0_g1_i5.p3  ORF type:5prime_partial len:25 (+),score=1.00 TRINITY_DN131100_c0_g1_i5:1-75(+)	0.12499999999999994
>TRINITY_DN145655_c4_g1_i2.p3 TRINITY_DN145655_c4_g1~~TRINITY_DN145655_c4_g1_i2.p3  ORF type:complete len:27 (+),score=5.73 TRINITY_DN145655_c4_g1_i2:408-488(+)	-0.042307692307692296
>TRINITY_DN143985_c1_g7_i1.p5 TRINITY_DN143985_c1_g7~~TRINITY_DN143985_c1_g7_i1.p5  ORF type:5prime_partial len:21 (-),score=4.75 TRINITY_DN143985_c1_g7_i1:514-576(-)	-1.475
>TRINITY_DN60060_c0_g9_i1.p12 TRINITY_DN60060_c0_g9~~TRINITY_DN60060_c0_g9_i1.p12  ORF type:5prime_partial len:11 (-),score=2.03 TRINITY_DN60060_c0_g9_i1:457-489(-)	-2.92
>TRINITY_DN129538_c3_g1_i1.p10 TRINITY_DN129538_c3_g1~~TRINITY_DN129538_c3_g1_i1.p10  ORF type:complete len:12 (-),score=3.91 TRINITY_DN129538_c3_g1_i1:483-518(-)	0.24545454545454548
>TRINITY_DN145717_c0_g1_i3.p4 TRINITY_DN145717_c0_g1~~TRINITY_DN145717_c0_g1_i3.p4  ORF type:complete len:22 (+),score=5.49 TRINITY_DN145717_c0_g1_i3:57-122(+)	-0.9666666666666667
>TRINITY_DN141713_c1_g2_i1.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i1.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i1:320-550(+)	-0.6947368421052632
>TRINITY_DN141713_c1_g2_i3.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i3.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i3:332-562(+)	-0.6947368421052632
>TRINITY_DN138543_c2_g6_i1.p4 TRINITY_DN138543_c2_g6~~TRINITY_DN138543_c2_g6_i1.p4  ORF type:5prime_partial len:15 (-),score=4.00 TRINITY_DN138543_c2_g6_i1:231-275(-)	0.5857142857142857
>TRINITY_DN144474_c1_g1_i1.p8 TRINITY_DN144474_c1_g1~~TRINITY_DN144474_c1_g1_i1.p8  ORF type:complete len:11 (-),score=1.73 TRINITY_DN144474_c1_g1_i1:108-140(-)	1.49
>TRINITY_DN145389_c1_g1_i12.p8 TRINITY_DN145389_c1_g1~~TRINITY_DN145389_c1_g1_i12.p8  ORF type:complete len:13 (+),score=4.01 TRINITY_DN145389_c1_g1_i12:168-206(+)	0.4666666666666666
>TRINITY_DN151468_c5_g1_i1.p8 TRINITY_DN151468_c5_g1~~TRINITY_DN151468_c5_g1_i1.p8  ORF type:complete len:13 (-),score=4.01 TRINITY_DN151468_c5_g1_i1:45-83(-)	0.4666666666666666
>TRINITY_DN145458_c4_g1_i1.p8 TRINITY_DN145458_c4_g1~~TRINITY_DN145458_c4_g1_i1.p8  ORF type:complete len:13 (+),score=4.01 TRINITY_DN145458_c4_g1_i1:76-114(+)	0.4666666666666666
>TRINITY_DN92149_c2_g3_i1.p6 TRINITY_DN92149_c2_g3~~TRINITY_DN92149_c2_g3_i1.p6  ORF type:3prime_partial len:13 (+),score=4.50 TRINITY_DN92149_c2_g3_i1:142-177(+)	0.1583333333333333
>TRINITY_DN144823_c1_g2_i1.p4 TRINITY_DN144823_c1_g2~~TRINITY_DN144823_c1_g2_i1.p4  ORF type:complete len:15 (+),score=3.39 TRINITY_DN144823_c1_g2_i1:190-234(+)	-0.7428571428571429
>TRINITY_DN145548_c1_g1_i5.p4 TRINITY_DN145548_c1_g1~~TRINITY_DN145548_c1_g1_i5.p4  ORF type:complete len:16 (+),score=1.30 TRINITY_DN145548_c1_g1_i5:58-105(+)	0.3333333333333333
>TRINITY_DN145477_c0_g1_i4.p4 TRINITY_DN145477_c0_g1~~TRINITY_DN145477_c0_g1_i4.p4  ORF type:5prime_partial len:16 (+),score=2.83 TRINITY_DN145477_c0_g1_i4:1-48(+)	0.020000000000000004
>TRINITY_DN145304_c3_g1_i2.p5 TRINITY_DN145304_c3_g1~~TRINITY_DN145304_c3_g1_i2.p5  ORF type:5prime_partial len:19 (-),score=8.49 TRINITY_DN145304_c3_g1_i2:158-214(-)	-1.2999999999999998
>TRINITY_DN145264_c2_g1_i1.p4 TRINITY_DN145264_c2_g1~~TRINITY_DN145264_c2_g1_i1.p4  ORF type:5prime_partial len:23 (-),score=0.89 TRINITY_DN145264_c2_g1_i1:169-237(-)	1.7227272727272727
>TRINITY_DN144811_c2_g1_i2.p6 TRINITY_DN144811_c2_g1~~TRINITY_DN144811_c2_g1_i2.p6  ORF type:5prime_partial len:23 (-),score=4.92 TRINITY_DN144811_c2_g1_i2:375-443(-)	-0.75
>TRINITY_DN145741_c0_g1_i2.p5 TRINITY_DN145741_c0_g1~~TRINITY_DN145741_c0_g1_i2.p5  ORF type:5prime_partial len:24 (-),score=5.88 TRINITY_DN145741_c0_g1_i2:256-327(-)	-0.8869565217391304
>TRINITY_DN144747_c1_g1_i4.p3 TRINITY_DN144747_c1_g1~~TRINITY_DN144747_c1_g1_i4.p3  ORF type:5prime_partial len:27 (-),score=6.48 TRINITY_DN144747_c1_g1_i4:170-250(-)	-1.7192307692307693
>TRINITY_DN142174_c7_g1_i1.p1 TRINITY_DN142174_c7_g1~~TRINITY_DN142174_c7_g1_i1.p1  ORF type:5prime_partial len:28 (+),score=2.47 TRINITY_DN142174_c7_g1_i1:1-84(+)	-1.762962962962963
>TRINITY_DN144974_c2_g2_i18.p1 TRINITY_DN144974_c2_g2~~TRINITY_DN144974_c2_g2_i18.p1  ORF type:5prime_partial len:32 (-),score=7.22 TRINITY_DN144974_c2_g2_i18:113-208(-)	-0.47741935483870973
>TRINITY_DN145141_c0_g1_i13.p2 TRINITY_DN145141_c0_g1~~TRINITY_DN145141_c0_g1_i13.p2  ORF type:5prime_partial len:41 (+),score=4.11 TRINITY_DN145141_c0_g1_i13:2-124(+)	-0.9800000000000001
>TRINITY_DN142862_c0_g1_i1.p1 TRINITY_DN142862_c0_g1~~TRINITY_DN142862_c0_g1_i1.p1  ORF type:5prime_partial len:42 (+),score=3.57 TRINITY_DN142862_c0_g1_i1:1-126(+)	-1.048780487804878
>TRINITY_DN144633_c0_g1_i1.p3 TRINITY_DN144633_c0_g1~~TRINITY_DN144633_c0_g1_i1.p3  ORF type:5prime_partial len:42 (+),score=4.16 TRINITY_DN144633_c0_g1_i1:1-126(+)	-0.8902439024390244
>TRINITY_DN141022_c2_g2_i1.p1 TRINITY_DN141022_c2_g2~~TRINITY_DN141022_c2_g2_i1.p1  ORF type:5prime_partial len:72 (+),score=4.66 TRINITY_DN141022_c2_g2_i1:3-218(+)	0.029577464788732383
>TRINITY_DN143156_c8_g1_i3.p1 TRINITY_DN143156_c8_g1~~TRINITY_DN143156_c8_g1_i3.p1  ORF type:5prime_partial len:92 (-),score=35.89 TRINITY_DN143156_c8_g1_i3:117-392(-)	-0.036263736263736274
>TRINITY_DN142388_c1_g1_i2.p11 TRINITY_DN142388_c1_g1~~TRINITY_DN142388_c1_g1_i2.p11  ORF type:5prime_partial len:11 (-),score=3.11 TRINITY_DN142388_c1_g1_i2:430-462(-)	-1.9
>TRINITY_DN145854_c3_g1_i2.p7 TRINITY_DN145854_c3_g1~~TRINITY_DN145854_c3_g1_i2.p7  ORF type:5prime_partial len:11 (-),score=3.11 TRINITY_DN145854_c3_g1_i2:192-224(-)	-1.9
>TRINITY_DN144754_c1_g1_i1.p8 TRINITY_DN144754_c1_g1~~TRINITY_DN144754_c1_g1_i1.p8  ORF type:complete len:11 (+),score=2.58 TRINITY_DN144754_c1_g1_i1:65-97(+)	0.33999999999999997
>TRINITY_DN136922_c1_g3_i3.p6 TRINITY_DN136922_c1_g3~~TRINITY_DN136922_c1_g3_i3.p6  ORF type:3prime_partial len:11 (-),score=2.28 TRINITY_DN136922_c1_g3_i3:3-32(-)	-1.5699999999999998
>TRINITY_DN144825_c5_g1_i5.p7 TRINITY_DN144825_c5_g1~~TRINITY_DN144825_c5_g1_i5.p7  ORF type:5prime_partial len:12 (+),score=2.06 TRINITY_DN144825_c5_g1_i5:1-36(+)	2.2818181818181817
>TRINITY_DN143036_c3_g1_i1.p7 TRINITY_DN143036_c3_g1~~TRINITY_DN143036_c3_g1_i1.p7  ORF type:5prime_partial len:14 (-),score=1.98 TRINITY_DN143036_c3_g1_i1:289-330(-)	-1.4307692307692308
>TRINITY_DN144672_c0_g1_i1.p5 TRINITY_DN144672_c0_g1~~TRINITY_DN144672_c0_g1_i1.p5  ORF type:5prime_partial len:14 (-),score=2.93 TRINITY_DN144672_c0_g1_i1:189-230(-)	-0.6846153846153846
>TRINITY_DN137096_c3_g3_i1.p7 TRINITY_DN137096_c3_g3~~TRINITY_DN137096_c3_g3_i1.p7  ORF type:5prime_partial len:16 (-),score=1.62 TRINITY_DN137096_c3_g3_i1:222-269(-)	-0.14
>TRINITY_DN144558_c2_g1_i2.p7 TRINITY_DN144558_c2_g1~~TRINITY_DN144558_c2_g1_i2.p7  ORF type:5prime_partial len:16 (+),score=6.37 TRINITY_DN144558_c2_g1_i2:3-50(+)	-0.42
>TRINITY_DN140952_c1_g1_i1.p3 TRINITY_DN140952_c1_g1~~TRINITY_DN140952_c1_g1_i1.p3  ORF type:5prime_partial len:18 (-),score=2.08 TRINITY_DN140952_c1_g1_i1:189-242(-)	-1.3176470588235294
>TRINITY_DN144720_c1_g1_i6.p3 TRINITY_DN144720_c1_g1~~TRINITY_DN144720_c1_g1_i6.p3  ORF type:5prime_partial len:21 (-),score=2.56 TRINITY_DN144720_c1_g1_i6:123-185(-)	-0.005000000000000027
>TRINITY_DN145261_c61_g1_i4.p3 TRINITY_DN145261_c61_g1~~TRINITY_DN145261_c61_g1_i4.p3  ORF type:3prime_partial len:23 (-),score=2.36 TRINITY_DN145261_c61_g1_i4:2-67(-)	1.3272727272727272
>TRINITY_DN144811_c2_g1_i1.p6 TRINITY_DN144811_c2_g1~~TRINITY_DN144811_c2_g1_i1.p6  ORF type:5prime_partial len:23 (-),score=4.92 TRINITY_DN144811_c2_g1_i1:292-360(-)	-0.75
>TRINITY_DN142178_c2_g1_i3.p4 TRINITY_DN142178_c2_g1~~TRINITY_DN142178_c2_g1_i3.p4  ORF type:5prime_partial len:23 (-),score=1.92 TRINITY_DN142178_c2_g1_i3:119-187(-)	-0.5318181818181817
>TRINITY_DN145502_c1_g1_i5.p5 TRINITY_DN145502_c1_g1~~TRINITY_DN145502_c1_g1_i5.p5  ORF type:5prime_partial len:23 (+),score=2.34 TRINITY_DN145502_c1_g1_i5:3-71(+)	-0.5636363636363636
>TRINITY_DN385865_c1_g1_i1.p3 TRINITY_DN385865_c1_g1~~TRINITY_DN385865_c1_g1_i1.p3  ORF type:5prime_partial len:26 (-),score=5.01 TRINITY_DN385865_c1_g1_i1:127-204(-)	-0.792
>TRINITY_DN144465_c6_g1_i3.p4 TRINITY_DN144465_c6_g1~~TRINITY_DN144465_c6_g1_i3.p4  ORF type:5prime_partial len:28 (+),score=11.76 TRINITY_DN144465_c6_g1_i3:1-84(+)	-0.3407407407407408
>TRINITY_DN145050_c1_g1_i3.p3 TRINITY_DN145050_c1_g1~~TRINITY_DN145050_c1_g1_i3.p3  ORF type:5prime_partial len:30 (+),score=4.65 TRINITY_DN145050_c1_g1_i3:3-92(+)	-0.4827586206896552
>TRINITY_DN145422_c2_g1_i12.p2 TRINITY_DN145422_c2_g1~~TRINITY_DN145422_c2_g1_i12.p2  ORF type:5prime_partial len:33 (+),score=4.75 TRINITY_DN145422_c2_g1_i12:3-101(+)	-0.7125
>TRINITY_DN143683_c0_g1_i8.p5 TRINITY_DN143683_c0_g1~~TRINITY_DN143683_c0_g1_i8.p5  ORF type:5prime_partial len:35 (-),score=3.33 TRINITY_DN143683_c0_g1_i8:232-336(-)	-1.697058823529412
>TRINITY_DN136312_c3_g1_i18.p3 TRINITY_DN136312_c3_g1~~TRINITY_DN136312_c3_g1_i18.p3  ORF type:5prime_partial len:36 (-),score=8.97 TRINITY_DN136312_c3_g1_i18:215-322(-)	0.45428571428571424
>TRINITY_DN137096_c2_g1_i1.p3 TRINITY_DN137096_c2_g1~~TRINITY_DN137096_c2_g1_i1.p3  ORF type:5prime_partial len:36 (+),score=12.81 TRINITY_DN137096_c2_g1_i1:3-110(+)	-0.8685714285714287
>TRINITY_DN144690_c1_g2_i6.p2 TRINITY_DN144690_c1_g2~~TRINITY_DN144690_c1_g2_i6.p2  ORF type:5prime_partial len:40 (+),score=3.46 TRINITY_DN144690_c1_g2_i6:2-121(+)	-0.28974358974358977
>TRINITY_DN142590_c2_g1_i1.p3 TRINITY_DN142590_c2_g1~~TRINITY_DN142590_c2_g1_i1.p3  ORF type:complete len:51 (-),score=1.03 TRINITY_DN142590_c2_g1_i1:53-205(-)	0.48999999999999994
>TRINITY_DN140874_c2_g1_i6.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i6.p1  ORF type:5prime_partial len:72 (-),score=14.06 TRINITY_DN140874_c2_g1_i6:77-292(-)	0.6450704225352112
>TRINITY_DN140874_c2_g1_i5.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i5.p1  ORF type:5prime_partial len:85 (-),score=12.50 TRINITY_DN140874_c2_g1_i5:76-330(-)	0.5154761904761904
>TRINITY_DN139116_c3_g1_i4.p2 TRINITY_DN139116_c3_g1~~TRINITY_DN139116_c3_g1_i4.p2  ORF type:3prime_partial len:97 (+),score=23.40 TRINITY_DN139116_c3_g1_i4:129-416(+)	-0.012500000000000011
>TRINITY_DN145774_c5_g2_i5.p9 TRINITY_DN145774_c5_g2~~TRINITY_DN145774_c5_g2_i5.p9  ORF type:5prime_partial len:14 (+),score=2.38 TRINITY_DN145774_c5_g2_i5:2-43(+)	-0.4307692307692308
>TRINITY_DN134571_c44_g1_i3.p7 TRINITY_DN134571_c44_g1~~TRINITY_DN134571_c44_g1_i3.p7  ORF type:complete len:12 (+),score=1.33 TRINITY_DN134571_c44_g1_i3:212-247(+)	0.14545454545454542
>TRINITY_DN144971_c2_g1_i1.p2 TRINITY_DN144971_c2_g1~~TRINITY_DN144971_c2_g1_i1.p2  ORF type:5prime_partial len:25 (-),score=0.92 TRINITY_DN144971_c2_g1_i1:114-188(-)	-0.15416666666666667
>TRINITY_DN142562_c4_g9_i3.p6 TRINITY_DN142562_c4_g9~~TRINITY_DN142562_c4_g9_i3.p6  ORF type:complete len:12 (-),score=2.05 TRINITY_DN142562_c4_g9_i3:146-181(-)	0.054545454545454494
>TRINITY_DN138674_c4_g1_i1.p5 TRINITY_DN138674_c4_g1~~TRINITY_DN138674_c4_g1_i1.p5  ORF type:5prime_partial len:25 (+),score=6.63 TRINITY_DN138674_c4_g1_i1:2-76(+)	-1.2208333333333334
>TRINITY_DN137133_c9_g1_i1.p11 TRINITY_DN137133_c9_g1~~TRINITY_DN137133_c9_g1_i1.p11  ORF type:3prime_partial len:13 (+),score=2.55 TRINITY_DN137133_c9_g1_i1:608-643(+)	1.075
>TRINITY_DN139720_c6_g2_i1.p4 TRINITY_DN139720_c6_g2~~TRINITY_DN139720_c6_g2_i1.p4  ORF type:5prime_partial len:11 (-),score=2.10 TRINITY_DN139720_c6_g2_i1:199-231(-)	0.13
>TRINITY_DN142526_c5_g1_i7.p5 TRINITY_DN142526_c5_g1~~TRINITY_DN142526_c5_g1_i7.p5  ORF type:5prime_partial len:13 (+),score=2.25 TRINITY_DN142526_c5_g1_i7:2-40(+)	0.39999999999999997
>TRINITY_DN141378_c0_g1_i1.p7 TRINITY_DN141378_c0_g1~~TRINITY_DN141378_c0_g1_i1.p7  ORF type:5prime_partial len:11 (-),score=2.04 TRINITY_DN141378_c0_g1_i1:321-353(-)	-2.93
>TRINITY_DN142969_c1_g1_i4.p2 TRINITY_DN142969_c1_g1~~TRINITY_DN142969_c1_g1_i4.p2  ORF type:5prime_partial len:38 (+),score=4.81 TRINITY_DN142969_c1_g1_i4:3-116(+)	-0.9837837837837837
>TRINITY_DN143018_c44_g10_i2.p3 TRINITY_DN143018_c44_g10~~TRINITY_DN143018_c44_g10_i2.p3  ORF type:complete len:23 (-),score=6.98 TRINITY_DN143018_c44_g10_i2:152-220(-)	1.259090909090909
>TRINITY_DN612198_c2_g1_i1.p1 TRINITY_DN612198_c2_g1~~TRINITY_DN612198_c2_g1_i1.p1  ORF type:5prime_partial len:42 (+),score=4.21 TRINITY_DN612198_c2_g1_i1:1-126(+)	-1.5414634146341464
>TRINITY_DN102902_c0_g1_i1.p4 TRINITY_DN102902_c0_g1~~TRINITY_DN102902_c0_g1_i1.p4  ORF type:3prime_partial len:16 (-),score=3.25 TRINITY_DN102902_c0_g1_i1:2-46(-)	-0.053333333333333344
>TRINITY_DN135950_c1_g1_i1.p9 TRINITY_DN135950_c1_g1~~TRINITY_DN135950_c1_g1_i1.p9  ORF type:5prime_partial len:13 (-),score=3.05 TRINITY_DN135950_c1_g1_i1:323-361(-)	-1.625
>TRINITY_DN141075_c3_g1_i1.p9 TRINITY_DN141075_c3_g1~~TRINITY_DN141075_c3_g1_i1.p9  ORF type:5prime_partial len:14 (-),score=5.74 TRINITY_DN141075_c3_g1_i1:778-819(-)	-1.7000000000000002
>TRINITY_DN144063_c5_g2_i1.p7 TRINITY_DN144063_c5_g2~~TRINITY_DN144063_c5_g2_i1.p7  ORF type:5prime_partial len:25 (-),score=4.97 TRINITY_DN144063_c5_g2_i1:723-797(-)	-1.8916666666666666
>TRINITY_DN140586_c3_g1_i1.p1 TRINITY_DN140586_c3_g1~~TRINITY_DN140586_c3_g1_i1.p1  ORF type:5prime_partial len:75 (+),score=1.26 TRINITY_DN140586_c3_g1_i1:2-226(+)	0.5054054054054054
>TRINITY_DN138681_c7_g1_i1.p3 TRINITY_DN138681_c7_g1~~TRINITY_DN138681_c7_g1_i1.p3  ORF type:5prime_partial len:34 (+),score=4.99 TRINITY_DN138681_c7_g1_i1:3-104(+)	-0.7515151515151516
>TRINITY_DN143020_c3_g1_i1.p2 TRINITY_DN143020_c3_g1~~TRINITY_DN143020_c3_g1_i1.p2  ORF type:5prime_partial len:43 (+),score=9.10 TRINITY_DN143020_c3_g1_i1:1-129(+)	0.15
>TRINITY_DN142309_c15_g5_i3.p3 TRINITY_DN142309_c15_g5~~TRINITY_DN142309_c15_g5_i3.p3  ORF type:5prime_partial len:43 (-),score=4.85 TRINITY_DN142309_c15_g5_i3:291-419(-)	-0.9428571428571428
>TRINITY_DN145297_c11_g1_i1.p3 TRINITY_DN145297_c11_g1~~TRINITY_DN145297_c11_g1_i1.p3  ORF type:5prime_partial len:23 (-),score=1.62 TRINITY_DN145297_c11_g1_i1:211-279(-)	-0.43636363636363634
>TRINITY_DN144610_c1_g1_i1.p4 TRINITY_DN144610_c1_g1~~TRINITY_DN144610_c1_g1_i1.p4  ORF type:5prime_partial len:15 (+),score=2.52 TRINITY_DN144610_c1_g1_i1:3-47(+)	-1.3928571428571428
>TRINITY_DN143169_c2_g1_i6.p4 TRINITY_DN143169_c2_g1~~TRINITY_DN143169_c2_g1_i6.p4  ORF type:3prime_partial len:23 (-),score=3.24 TRINITY_DN143169_c2_g1_i6:3-68(-)	-0.6545454545454545
>TRINITY_DN144771_c2_g7_i2.p1 TRINITY_DN144771_c2_g7~~TRINITY_DN144771_c2_g7_i2.p1  ORF type:complete len:71 (-),score=4.28 TRINITY_DN144771_c2_g7_i2:95-307(-)	-0.56
>TRINITY_DN131740_c0_g1_i1.p1 TRINITY_DN131740_c0_g1~~TRINITY_DN131740_c0_g1_i1.p1  ORF type:complete len:82 (+),score=8.49 TRINITY_DN131740_c0_g1_i1:94-339(+)	-0.7530864197530864
>TRINITY_DN145457_c2_g1_i4.p3 TRINITY_DN145457_c2_g1~~TRINITY_DN145457_c2_g1_i4.p3  ORF type:5prime_partial len:14 (-),score=3.55 TRINITY_DN145457_c2_g1_i4:149-190(-)	-1.8076923076923077
>TRINITY_DN144643_c3_g1_i1.p3 TRINITY_DN144643_c3_g1~~TRINITY_DN144643_c3_g1_i1.p3  ORF type:5prime_partial len:22 (+),score=2.32 TRINITY_DN144643_c3_g1_i1:1-66(+)	-0.8571428571428571
