sequence	Net charge at pH 7
01197	2.8629754740039113
01198	-2.2567681440946634
01199	3.995939952801881
01200	-0.179626705779931
01201	-0.0934415186243438
01202	-0.08453952952433497
01203	1.902870778344289
01204	0.9055594803766551
01205	-0.3853719255541961
01206	-1.2766918842335269
01224	-0.26601161004484764
01225	-0.2670106110438486
01226	-0.4953536498115083
01227	-0.21844138218630027
01228	-0.13378400311739913
01229	-3.2715929214227337
01230	-2.148559454661369
01231	-0.23989838581069733
01232	-2.509069262694292
01283	3.588544856052824
01285	1.8474993225255751
01329	-1.2352764628632777
01464	-1.2053063129784105
01493	4.741374632364034
01495	1.7175006507962602
01511	0.35840609294679604
01569	0.6136290734468033
01570	-1.266790894134517
01593	0.7295214028341159
01594	0.7305104039331161
01595	-0.27047859716588407
01596	0.7305104039331161
01600	1.8103875232381084
01603	-0.5766570391052315
01604	1.9151420296217214
01605	-1.5766470392052305
01606	2.7085786618962495
01607	1.7555051464407327
01608	1.7555051464407327
01609	-0.11312173888152
01610	-0.19139393803609783
01611	1.7175006507962602
01612	6.51161367128115
01615	5.4234504819275635
01616	4.4275482460644096
01617	-0.3155165605398971
01618	1.7302021029684793
01621	0.7104001227704595
01632	-0.22392739234393277
01647	0.7402896340912819
01651	4.754229368136142
01652	1.9336845096811626
01712	1.7104101226704609
01724	0.7612023753291453
01728	0.8480782625190972
01729	0.8480782625190972
01761	0.054541931599283
01767	1.848900722394307
01955	1.9973807612529955
01963	-0.9991613469451099
01969	-0.23989838581069733
01970	-3.1609308594223178
01971	1.6636724583630813
01972	3.4195134981225555
01993	2.372400608174603
01994	-0.25970036600871704
01995	-0.01860175607281178
01996	-1.0946894122055961
01997	-0.5143856974970973
02014	6.807537061664894
02015	4.897951772798172
02028	2.8255875802887114
02029	1.7614358953108313
02052	0.39719759336762717
02053	-4.227053577303076
02074	6.499775064669965
02104	1.4986002054250305
02105	1.4986002054250305
02117	0.6763839104353013
02130	3.751326862666577
02131	-3.1726463093381874
02132	-5.305763264202907
02143	5.753108607196298
02164	-0.24092891046874354
02165	0.7194986527942624
02189	-0.6018034056333719
02190	-0.6018034056333719
02191	-0.602802406632373
02192	-0.602802406632373
02193	0.758103612191301
02194	-1.2443869523227158
02201	2.7571046111923003
02203	-3.2357236430159553
02204	5.754107608195298
02220	-2.2655483732538286
02221	-0.24092891046874354
02242	3.3456846409745755
02243	1.731990387957151
02246	5.502585526643175
02247	5.493605200430026
02248	4.743309377238129
02249	0.7600916142893016
02250	4.584447091915978
02251	3.4982719046603923
02252	0.7312011039674804
02253	5.583458090816979
02254	1.779926029044061
02308	1.8173862911230678
02320	5.9167805126891455
02321	2.3943123504114676
02323	6.822438817650862
02324	3.7953465922177125
02333	0.7591026131903019
02336	-2.1605484603525893
02346	-2.14710327360969
02347	3.7561056101932997
02348	1.3763966121706068
02349	1.3763966121706068
02359	0.8066728410488493
02360	4.501949607791758
02361	1.5001681465175527
02370	1.748202622092291
02372	-0.23989838581069733
02376	2.7611823755291427
02378	-2.162051620362162
02379	-2.162051620362162
02380	-2.162051620362162
02394	-2.275571123293682
02395	-3.2662390732881934
02396	4.752353126078983
02397	0.2218060804862627
02398	4.833768186776494
02399	1.087726452295274
02402	2.755096609294297
02408	-0.3155165605398971
02410	-1.2783815852668923
02418	-0.23989838581069733
02429	3.7551066091942986
02431	-0.6018034056333719
02432	0.8632367960106531
02433	0.731322863908324
02441	-0.11695122389132617
02450	-2.1605484603525893
02520	5.73903931098554
02524	-1.2980618055240685
02525	-2.575526278265386
02526	-1.5766470392052305
02543	5.757176371633138
02572	-0.23989838581069733
02573	-0.23989838581069733
02574	-0.23989838581069733
02575	-0.23989838581069733
02576	0.7591026131903019
02577	0.7591026131903019
02578	-0.23989838581069733
02581	-0.24979937590970713
02582	-2.2998162876403834
02584	4.75223136613814
02586	0.43124594899577673
02587	0.43124594899577673
02588	1.4302469479967757
02646	0.9055594803766551
02649	-0.26601161004484764
02677	0.7591026131903019
02678	1.4591374583185974
02688	-0.26601161004484764
02693	0.8183852921220685
02696	-0.23989838581069733
02719	-0.2397766258698535
02720	-0.2397766258698535
02725	0.7330125649416894
02726	3.70660065969825
02728	-2.277260824327048
02741	1.712211583744669
02768	-0.44937669097966704
02777	1.73380184893136
02778	1.6725844473630915
02779	1.7599150731655104
02799	0.8857575001786353
02800	4.753253624661044
02801	6.759178610564051
02829	1.8629854739039118
02831	1.7599150731655104
02877	-1.2370879238374872
02887	-2.2362754638622793
02895	1.6334110538448217
02902	3.586435094013979
02905	-0.23989838581069733
02914	4.5742478007523335
02925	-2.2655483732538286
02926	1.7938765858560854
02928	5.754107608195298
02954	0.8463985613857326
02955	-0.1806157068789307
02956	1.8414268139146304
02957	1.8432282749888387
02978	-0.17883742179026074
02979	-0.2614096868974305
03013	2.845267800545887
03060	0.7599050732655093
03074	1.8440922584230945
03075	1.0000677166387293
03076	1.0167509338989023
03088	1.7113991237694606
03103	1.8046648391508466
03132	5.667831816998357
03138	0.3387806538725677
03141	3.9681232244620106
03142	1.4592592182594408
03153	8.8898881813558
03162	-0.2878115922408693
03163	0.7329893889561515
03167	-3.062384267405784
